Using GPU for training.
Epoch 99, Score -6.0000, Loss 0.0794, Time 1.0297
Epoch 100, Score -8.0000, Loss 0.0868, Time 1.0324
Epoch 101, Score -10.0000, Loss 0.0996, Time 1.0467
Epoch 102, Score -12.0000, Loss 0.0934, Time 1.0463
Epoch 103, Score -14.0000, Loss 0.1006, Time 1.0436
Epoch 104, Score -16.0000, Loss 0.0824, Time 1.0461
Epoch 105, Score -17.0000, Loss 0.0755, Time 1.0477
Epoch 106, Score -18.0000, Loss 0.0710, Time 1.0567
Epoch 107, Score -19.0000, Loss 0.0715, Time 1.0577
Epoch 108, Score 0.0000, Loss 0.0851, Time 1.0781
Epoch 109, Score -1.0000, Loss 0.0753, Time 1.0540
Epoch 110, Score -2.0000, Loss 0.0770, Time 1.0639
Epoch 111, Score -5.0000, Loss 0.0795, Time 1.0829
Epoch 112, Score -5.0000, Loss 0.0788, Time 1.0667
Epoch 113, Score -7.0000, Loss 0.0857, Time 1.0694
Epoch 114, Score -9.0000, Loss 0.1015, Time 1.0694
Epoch 115, Score -12.0000, Loss 0.0872, Time 1.0721
Epoch 116, Score -13.0000, Loss 0.0729, Time 1.0782
Epoch 117, Score -15.0000, Loss 0.0700, Time 1.0830
Epoch 118, Score -17.0000, Loss 0.0705, Time 1.0832
Epoch 119, Score -19.0000, Loss 0.0887, Time 1.0812
Epoch 120, Score 0.0000, Loss 0.0750, Time 1.1153
Epoch 121, Score -1.0000, Loss 0.0721, Time 1.0874
Epoch 122, Score -3.0000, Loss 0.0722, Time 1.0894
Epoch 123, Score -4.0000, Loss 0.0890, Time 1.0930
Epoch 124, Score -6.0000, Loss 0.0918, Time 1.1041
Epoch 125, Score -8.0000, Loss 0.0947, Time 1.1001
Epoch 126, Score -8.0000, Loss 0.0932, Time 1.1003
Epoch 127, Score -9.0000, Loss 0.0779, Time 1.1052
Epoch 128, Score -11.0000, Loss 0.0779, Time 1.0997
Epoch 129, Score -10.0000, Loss 0.1012, Time 1.1120
Epoch 130, Score -12.0000, Loss 0.0910, Time 1.1079
Epoch 131, Score -14.0000, Loss 0.0744, Time 1.1172
Epoch 132, Score -15.0000, Loss 0.0747, Time 1.1236
Epoch 133, Score -16.0000, Loss 0.0823, Time 1.1198
Epoch 134, Score -18.0000, Loss 0.0830, Time 1.1214
Epoch 135, Score -1.0000, Loss 0.0854, Time 1.1563
Epoch 136, Score -1.0000, Loss 0.0932, Time 1.1254
Epoch 137, Score -2.0000, Loss 0.0801, Time 1.1306
Epoch 138, Score -4.0000, Loss 0.0827, Time 1.1568
Epoch 139, Score -6.0000, Loss 0.0797, Time 1.1321
Epoch 140, Score -6.0000, Loss 0.0703, Time 1.1372
Epoch 141, Score -8.0000, Loss 0.0706, Time 1.1427
Epoch 142, Score -10.0000, Loss 0.0895, Time 1.1472
Epoch 143, Score -12.0000, Loss 0.0816, Time 1.1487
Epoch 144, Score -11.0000, Loss 0.0828, Time 1.1530
Epoch 145, Score -12.0000, Loss 0.0842, Time 1.1596
Epoch 146, Score -14.0000, Loss 0.0812, Time 1.1616
Epoch 147, Score -16.0000, Loss 0.0871, Time 1.1552
Epoch 148, Score -18.0000, Loss 0.0832, Time 1.1583
Epoch 149, Score 0.0000, Loss 0.0766, Time 1.1947
Epoch 150, Score -1.0000, Loss 0.0876, Time 1.1651
Epoch 151, Score -4.0000, Loss 0.0917, Time 1.1667
Epoch 152, Score -6.0000, Loss 0.0824, Time 1.1675
Epoch 153, Score -8.0000, Loss 0.0734, Time 1.1763
Epoch 154, Score -10.0000, Loss 0.0684, Time 1.1697
Epoch 155, Score -12.0000, Loss 0.0753, Time 1.1799
Epoch 156, Score -12.0000, Loss 0.0726, Time 1.1768
Epoch 157, Score -11.0000, Loss 0.0755, Time 1.1763
Epoch 158, Score -13.0000, Loss 0.0721, Time 1.1812
Epoch 159, Score -15.0000, Loss 0.0707, Time 1.1828
Epoch 160, Score -18.0000, Loss 0.0712, Time 1.1850
Epoch 161, Score 0.0000, Loss 0.0790, Time 1.2198
Epoch 162, Score -1.0000, Loss 0.0815, Time 1.1931
Epoch 163, Score -2.0000, Loss 0.0739, Time 1.1945
Epoch 164, Score -4.0000, Loss 0.0745, Time 1.2089
Epoch 165, Score -6.0000, Loss 0.0713, Time 1.1986
Epoch 166, Score -6.0000, Loss 0.0743, Time 1.2015
Epoch 167, Score -8.0000, Loss 0.0755, Time 1.2031
Epoch 168, Score -10.0000, Loss 0.0666, Time 1.2025
Epoch 169, Score -12.0000, Loss 0.0679, Time 1.2136
Epoch 170, Score -13.0000, Loss 0.0694, Time 1.2157
Epoch 171, Score -15.0000, Loss 0.0638, Time 1.2100
Epoch 172, Score -17.0000, Loss 0.0690, Time 1.2164
Epoch 173, Score -19.0000, Loss 0.0677, Time 1.2260
Epoch 174, Score 0.0000, Loss 0.0652, Time 1.2451
Epoch 175, Score -1.0000, Loss 0.0583, Time 1.2167
Epoch 176, Score -2.0000, Loss 0.0585, Time 1.2275
Epoch 177, Score -4.0000, Loss 0.0587, Time 1.2297
Epoch 178, Score -6.0000, Loss 0.0559, Time 1.2276
Epoch 179, Score -9.0000, Loss 0.0597, Time 1.2327
Epoch 180, Score -11.0000, Loss 0.0568, Time 1.2325
Epoch 181, Score -13.0000, Loss 0.0595, Time 1.2392
Epoch 182, Score -15.0000, Loss 0.0545, Time 1.2506
Epoch 183, Score -16.0000, Loss 0.0615, Time 1.2545
Epoch 184, Score -19.0000, Loss 0.0636, Time 1.2470
Epoch 185, Score 0.0000, Loss 0.0577, Time 1.2693
Epoch 186, Score -1.0000, Loss 0.0520, Time 1.2528
Epoch 187, Score -3.0000, Loss 0.0538, Time 1.2572
Epoch 188, Score -4.0000, Loss 0.0538, Time 1.2568
Epoch 189, Score -7.0000, Loss 0.0521, Time 1.2521
Epoch 190, Score -8.0000, Loss 0.0562, Time 1.2612
Epoch 191, Score -9.0000, Loss 0.0589, Time 1.2649
Epoch 192, Score -11.0000, Loss 0.0508, Time 1.2591
Epoch 193, Score -13.0000, Loss 0.0560, Time 1.2691
Epoch 194, Score -15.0000, Loss 0.0605, Time 1.2750
Epoch 195, Score -18.0000, Loss 0.0524, Time 1.2780
Epoch 196, Score -20.0000, Loss 0.0488, Time 1.2761
Epoch 197, Score 0.0000, Loss 0.0508, Time 1.3029
Epoch 198, Score -2.0000, Loss 0.0485, Time 1.2823
Epoch 199, Score -5.0000, Loss 0.0535, Time 1.2791
Epoch 200, Score -7.0000, Loss 0.0444, Time 1.2860
Epoch 201, Score -9.0000, Loss 0.0436, Time 1.2858
Epoch 202, Score -11.0000, Loss 0.0418, Time 1.2896
Epoch 203, Score -13.0000, Loss 0.0432, Time 1.2893
Epoch 204, Score -15.0000, Loss 0.0394, Time 1.2940
Epoch 205, Score -17.0000, Loss 0.0422, Time 1.2980
Epoch 206, Score -16.0000, Loss 0.0370, Time 1.2948
Epoch 207, Score -18.0000, Loss 0.0367, Time 1.2981
Epoch 208, Score 0.0000, Loss 0.0403, Time 1.3421
Epoch 209, Score -1.0000, Loss 0.0338, Time 1.3057
Epoch 210, Score -3.0000, Loss 0.0417, Time 1.3108
Epoch 211, Score -5.0000, Loss 0.0440, Time 1.3194
Epoch 212, Score -8.0000, Loss 0.0381, Time 1.3132
Epoch 213, Score -10.0000, Loss 0.0362, Time 1.3063
Epoch 214, Score -10.0000, Loss 0.0417, Time 1.3200
Epoch 215, Score -12.0000, Loss 0.0445, Time 1.3208
Epoch 216, Score -14.0000, Loss 0.0394, Time 1.3230
Epoch 217, Score -17.0000, Loss 0.0375, Time 1.3259
Epoch 218, Score -19.0000, Loss 0.0452, Time 1.3249
Epoch 219, Score 0.0000, Loss 0.0469, Time 1.3522
Epoch 220, Score -1.0000, Loss 0.0435, Time 1.3275
Epoch 221, Score -3.0000, Loss 0.0369, Time 1.3299
Epoch 222, Score -4.0000, Loss 0.0383, Time 1.3354
Epoch 223, Score -6.0000, Loss 0.0350, Time 1.3406
Epoch 224, Score -8.0000, Loss 0.0358, Time 1.3426
Epoch 225, Score -9.0000, Loss 0.0414, Time 1.3650
Epoch 226, Score -11.0000, Loss 0.0431, Time 1.3780
Epoch 227, Score -13.0000, Loss 0.0361, Time 1.3918
Epoch 228, Score -15.0000, Loss 0.0394, Time 1.3832
Epoch 229, Score -17.0000, Loss 0.0326, Time 1.3840
Epoch 230, Score -19.0000, Loss 0.0420, Time 1.3882
Epoch 231, Score 0.0000, Loss 0.0395, Time 1.4048
Epoch 232, Score -2.0000, Loss 0.0479, Time 1.3851
Epoch 233, Score -4.0000, Loss 0.0416, Time 1.3828
Epoch 234, Score -6.0000, Loss 0.0447, Time 1.4412
Epoch 235, Score -8.0000, Loss 0.0378, Time 1.4128
Epoch 236, Score -10.0000, Loss 0.0429, Time 1.4103
Epoch 237, Score -12.0000, Loss 0.0438, Time 1.3887
Epoch 238, Score -15.0000, Loss 0.0458, Time 1.3762
Epoch 239, Score -17.0000, Loss 0.0493, Time 1.3752
Epoch 240, Score -19.0000, Loss 0.0418, Time 1.3787
Epoch 241, Score 0.0000, Loss 0.0362, Time 1.4043
Epoch 242, Score -1.0000, Loss 0.0365, Time 1.3857
Epoch 243, Score -3.0000, Loss 0.0389, Time 1.3868
Epoch 244, Score -5.0000, Loss 0.0412, Time 1.3953
Epoch 245, Score -7.0000, Loss 0.0450, Time 1.3915
Epoch 246, Score -9.0000, Loss 0.0391, Time 1.3965
Epoch 247, Score -11.0000, Loss 0.0325, Time 1.3973
Epoch 248, Score -12.0000, Loss 0.0349, Time 1.3997
Epoch 249, Score -14.0000, Loss 0.0410, Time 1.4030
Epoch 250, Score -16.0000, Loss 0.0418, Time 1.4088
Epoch 251, Score -18.0000, Loss 0.0363, Time 1.4042
Epoch 252, Score -20.0000, Loss 0.0444, Time 1.4128
Epoch 253, Score 0.0000, Loss 0.0415, Time 1.4459
Epoch 254, Score -2.0000, Loss 0.0426, Time 1.4093
Epoch 255, Score -4.0000, Loss 0.0375, Time 1.4179
Epoch 256, Score -6.0000, Loss 0.0433, Time 1.4189
Epoch 257, Score -8.0000, Loss 0.0380, Time 1.4219
Epoch 258, Score -10.0000, Loss 0.0355, Time 1.4188
Epoch 259, Score -11.0000, Loss 0.0348, Time 1.4205
Epoch 260, Score -13.0000, Loss 0.0396, Time 1.4243
Epoch 261, Score -15.0000, Loss 0.0315, Time 1.4302
Epoch 262, Score -15.0000, Loss 0.0390, Time 1.4325
Epoch 263, Score -18.0000, Loss 0.0388, Time 1.4346
Epoch 264, Score -20.0000, Loss 0.0500, Time 1.4347
Epoch 265, Score 0.0000, Loss 0.0349, Time 1.4655
Epoch 266, Score -1.0000, Loss 0.0395, Time 1.4405
Epoch 267, Score -3.0000, Loss 0.0377, Time 1.4461
Epoch 268, Score -5.0000, Loss 0.0374, Time 1.4538
Epoch 269, Score -7.0000, Loss 0.0330, Time 1.4461
Epoch 270, Score -9.0000, Loss 0.0318, Time 1.4554
Epoch 271, Score -11.0000, Loss 0.0372, Time 1.4547
Epoch 272, Score -12.0000, Loss 0.0424, Time 1.4598
Epoch 273, Score -14.0000, Loss 0.0387, Time 1.4632
Epoch 274, Score -16.0000, Loss 0.0383, Time 1.4655
Epoch 275, Score -18.0000, Loss 0.0415, Time 1.4679
Epoch 276, Score -20.0000, Loss 0.0366, Time 1.4640
Epoch 277, Score 0.0000, Loss 0.0418, Time 1.5007
Epoch 278, Score -1.0000, Loss 0.0426, Time 1.4701
Epoch 279, Score -3.0000, Loss 0.0397, Time 1.4702
Epoch 280, Score -5.0000, Loss 0.0395, Time 1.4759
Epoch 281, Score -7.0000, Loss 0.0410, Time 1.4761
Epoch 282, Score -9.0000, Loss 0.0371, Time 1.4752
Epoch 283, Score -11.0000, Loss 0.0399, Time 1.4742
Epoch 284, Score -13.0000, Loss 0.0394, Time 1.4775
Epoch 285, Score -15.0000, Loss 0.0439, Time 1.4918
Epoch 286, Score -17.0000, Loss 0.0495, Time 1.4986
Epoch 287, Score -19.0000, Loss 0.0390, Time 1.4866
Epoch 288, Score 0.0000, Loss 0.0412, Time 1.5177
Epoch 289, Score -2.0000, Loss 0.0380, Time 1.4888
Epoch 290, Score -4.0000, Loss 0.0446, Time 1.4922
Epoch 291, Score -6.0000, Loss 0.0428, Time 1.4938
Epoch 292, Score -8.0000, Loss 0.0517, Time 1.4980
Epoch 293, Score -10.0000, Loss 0.0512, Time 1.5007
Epoch 294, Score -12.0000, Loss 0.0435, Time 1.5118
Epoch 295, Score -15.0000, Loss 0.0413, Time 1.5019
Epoch 296, Score -17.0000, Loss 0.0456, Time 1.5140
Epoch 297, Score -19.0000, Loss 0.0438, Time 1.5086
Epoch 298, Score 0.0000, Loss 0.0480, Time 1.5424
Epoch 299, Score -1.0000, Loss 0.0510, Time 1.5163
Epoch 300, Score -4.0000, Loss 0.0363, Time 1.5247
Epoch 301, Score -6.0000, Loss 0.0351, Time 1.5228
Epoch 302, Score -8.0000, Loss 0.0346, Time 1.5264
Epoch 303, Score -10.0000, Loss 0.0324, Time 1.5279
Epoch 304, Score -12.0000, Loss 0.0344, Time 1.5249
Epoch 305, Score -14.0000, Loss 0.0348, Time 1.5314
Epoch 306, Score -16.0000, Loss 0.0354, Time 1.5390
Epoch 307, Score -18.0000, Loss 0.0314, Time 1.5297
Epoch 308, Score -20.0000, Loss 0.0330, Time 1.5338
Epoch 309, Score -1.0000, Loss 0.0369, Time 1.5692
Epoch 310, Score -3.0000, Loss 0.0321, Time 1.5408
Epoch 311, Score -5.0000, Loss 0.0449, Time 1.5547
Epoch 312, Score -7.0000, Loss 0.0383, Time 1.5523
Epoch 313, Score -9.0000, Loss 0.0358, Time 1.5482
Epoch 314, Score -11.0000, Loss 0.0423, Time 1.5507
Epoch 315, Score -13.0000, Loss 0.0462, Time 1.5576
Epoch 316, Score -15.0000, Loss 0.0414, Time 1.5569
