Using GPU for training.
Epoch 99, Score 4.0000, Loss 0.2291, Time 0.6645
Epoch 100, Score 104.0000, Loss 0.4066, Time 0.6523
Epoch 101, Score 5.0000, Loss 0.3678, Time 0.6640
Epoch 102, Score 105.0000, Loss 0.3290, Time 0.6624
Epoch 103, Score 6.0000, Loss 0.3350, Time 0.6710
Epoch 104, Score 106.0000, Loss 0.3943, Time 0.6664
Epoch 105, Score 85.0000, Loss 0.3409, Time 0.6777
Epoch 106, Score 185.0000, Loss 0.3973, Time 0.6727
Epoch 107, Score 86.0000, Loss 0.3182, Time 0.6817
Epoch 108, Score 186.0000, Loss 0.3036, Time 0.6768
Epoch 109, Score 87.0000, Loss 0.3377, Time 0.6848
Epoch 110, Score 187.0000, Loss 0.4760, Time 0.6821
Epoch 111, Score 22.0000, Loss 0.4951, Time 0.6880
Epoch 112, Score 122.0000, Loss 0.4879, Time 0.6878
Epoch 113, Score 23.0000, Loss 0.4596, Time 0.6987
Epoch 114, Score 123.0000, Loss 0.4279, Time 0.6932
Epoch 115, Score 24.0000, Loss 0.3880, Time 0.6983
Epoch 116, Score 124.0000, Loss 0.4023, Time 0.6973
Epoch 117, Score 25.0000, Loss 0.4956, Time 0.7021
Epoch 118, Score 125.0000, Loss 0.4146, Time 0.7010
Epoch 119, Score 26.0000, Loss 0.4690, Time 0.7132
Epoch 120, Score 126.0000, Loss 0.5864, Time 0.7145
Epoch 121, Score 27.0000, Loss 0.4800, Time 0.7224
Epoch 122, Score 6.0000, Loss 0.5862, Time 0.7257
Epoch 123, Score 106.0000, Loss 0.5419, Time 0.7217
Epoch 124, Score 7.0000, Loss 0.5519, Time 0.7266
Epoch 125, Score 107.0000, Loss 0.5201, Time 0.7240
Epoch 126, Score 8.0000, Loss 0.5272, Time 0.7350
Epoch 127, Score 108.0000, Loss 0.5179, Time 0.7290
Epoch 128, Score 9.0000, Loss 0.5080, Time 0.7372
Epoch 129, Score 109.0000, Loss 0.5676, Time 0.7269
Epoch 130, Score 10.0000, Loss 0.6448, Time 0.7450
Epoch 131, Score 110.0000, Loss 0.6596, Time 0.7395
Epoch 132, Score 22.0000, Loss 0.5707, Time 0.7466
Epoch 133, Score 122.0000, Loss 0.5473, Time 0.7517
Epoch 134, Score 23.0000, Loss 0.6581, Time 0.7582
Epoch 135, Score 123.0000, Loss 0.5839, Time 0.7544
Epoch 136, Score 24.0000, Loss 0.6353, Time 0.7606
Epoch 137, Score 124.0000, Loss 0.6697, Time 0.7483
Epoch 138, Score 25.0000, Loss 0.6479, Time 0.7582
Epoch 139, Score 125.0000, Loss 0.6013, Time 0.7557
Epoch 140, Score 26.0000, Loss 0.7504, Time 0.7638
Epoch 141, Score 126.0000, Loss 0.7310, Time 0.7640
Epoch 142, Score 27.0000, Loss 0.8339, Time 0.7768
Epoch 143, Score 127.0000, Loss 0.7828, Time 0.7782
Epoch 144, Score 28.0000, Loss 0.7285, Time 0.7770
Epoch 145, Score 128.0000, Loss 0.8055, Time 0.7784
Epoch 146, Score 29.0000, Loss 0.8051, Time 0.7835
Epoch 147, Score 129.0000, Loss 0.8776, Time 0.7804
Epoch 148, Score 30.0000, Loss 0.9063, Time 0.7842
Epoch 149, Score 130.0000, Loss 0.8226, Time 0.7824
Epoch 150, Score 31.0000, Loss 0.8909, Time 0.7856
Epoch 151, Score 131.0000, Loss 0.8356, Time 0.7853
Epoch 152, Score 32.0000, Loss 0.9262, Time 0.7908
Epoch 153, Score 132.0000, Loss 0.9138, Time 0.7851
Epoch 154, Score 33.0000, Loss 0.8131, Time 0.7941
Epoch 155, Score 133.0000, Loss 0.8303, Time 0.7883
Epoch 156, Score 34.0000, Loss 0.7440, Time 0.8001
Epoch 157, Score 134.0000, Loss 0.8178, Time 0.7958
Epoch 158, Score 35.0000, Loss 0.7491, Time 0.8035
Epoch 159, Score 135.0000, Loss 0.8427, Time 0.8041
Epoch 160, Score 36.0000, Loss 1.0157, Time 0.8136
