Using GPU for training.
Epoch 143, Score -6.0000, Loss 0.3179, Time 0.9350
Epoch 144, Score -8.0000, Loss 0.3126, Time 0.9340
Epoch 145, Score -9.0000, Loss 0.2966, Time 0.9383
Epoch 146, Score -11.0000, Loss 0.2748, Time 0.9371
Epoch 147, Score -13.0000, Loss 0.2748, Time 0.9461
Epoch 148, Score -15.0000, Loss 0.4060, Time 0.9506
Epoch 149, Score -17.0000, Loss 0.2917, Time 0.9584
Epoch 150, Score -19.0000, Loss 0.2590, Time 0.9588
Epoch 151, Score -20.0000, Loss 0.2393, Time 0.9659
Epoch 152, Score 0.0000, Loss 0.3288, Time 0.9766
Epoch 153, Score -1.0000, Loss 0.2891, Time 0.9669
Epoch 154, Score -2.0000, Loss 0.4346, Time 0.9575
Epoch 155, Score -4.0000, Loss 0.4432, Time 0.9679
Epoch 156, Score -6.0000, Loss 0.5092, Time 0.9656
Epoch 157, Score -5.0000, Loss 0.3821, Time 0.9721
Epoch 158, Score -6.0000, Loss 0.4337, Time 0.9723
Epoch 159, Score -9.0000, Loss 0.3434, Time 0.9803
Epoch 160, Score -11.0000, Loss 0.1883, Time 1.0077
Epoch 161, Score -13.0000, Loss 0.2492, Time 0.9838
Epoch 162, Score -15.0000, Loss 0.2187, Time 0.9825
Epoch 163, Score -17.0000, Loss 0.2154, Time 0.9846
Epoch 164, Score -19.0000, Loss 0.2553, Time 0.9874
Epoch 165, Score 0.0000, Loss 0.2272, Time 1.0062
Epoch 166, Score -2.0000, Loss 0.2054, Time 0.9941
Epoch 167, Score -3.0000, Loss 0.1877, Time 0.9962
Epoch 168, Score -4.0000, Loss 0.1770, Time 0.9942
Epoch 169, Score -6.0000, Loss 0.1272, Time 1.0066
Epoch 170, Score -5.0000, Loss 0.1174, Time 1.0186
Epoch 171, Score -7.0000, Loss 0.1710, Time 1.0053
Epoch 172, Score -9.0000, Loss 0.2201, Time 1.0073
Epoch 173, Score -11.0000, Loss 0.2301, Time 1.0062
Epoch 174, Score -12.0000, Loss 0.1399, Time 1.0111
Epoch 175, Score -12.0000, Loss 0.1311, Time 1.0132
Epoch 176, Score -14.0000, Loss 0.2073, Time 1.0187
Epoch 177, Score -15.0000, Loss 0.1252, Time 1.0163
Epoch 178, Score -17.0000, Loss 0.1014, Time 1.0185
Epoch 179, Score 0.0000, Loss 0.3579, Time 1.0509
Epoch 180, Score -2.0000, Loss 0.2638, Time 1.0247
Epoch 181, Score -3.0000, Loss 0.3721, Time 1.0280
