Using GPU for training.
Epoch 96, Score 2.0000, Loss 1599.1544, Time 17.7933
Epoch 97, Score 2.0000, Loss 1642.7344, Time 18.0499
Epoch 98, Score 3.0000, Loss 1636.6965, Time 18.2236
Epoch 99, Score 4.0000, Loss 1645.5088, Time 18.3226
Epoch 100, Score 4.0000, Loss 1641.3392, Time 18.8099
Epoch 101, Score 2.0000, Loss 1638.3688, Time 18.7969
Epoch 102, Score 3.0000, Loss 1613.3575, Time 18.9074
Epoch 103, Score 2.0000, Loss 1621.8354, Time 19.2785
Epoch 104, Score 2.0000, Loss 1538.7706, Time 19.4005
Epoch 105, Score 2.0000, Loss 1571.6702, Time 19.5427
Epoch 106, Score 19.0000, Loss 1567.4106, Time 19.7614
Epoch 107, Score 2.0000, Loss 1602.2762, Time 19.9444
Epoch 108, Score 1.0000, Loss 1582.3688, Time 20.1470
Epoch 109, Score 2.0000, Loss 1572.8772, Time 20.3773
Epoch 110, Score 6.0000, Loss 1585.8838, Time 20.5227
Epoch 111, Score 19.0000, Loss 1591.3260, Time 20.4943
Epoch 112, Score 1.0000, Loss 1623.2716, Time 20.5246
Epoch 113, Score 41.0000, Loss 1613.0610, Time 20.9421
Epoch 114, Score 2.0000, Loss 1547.5190, Time 21.0870
Epoch 115, Score 4.0000, Loss 1542.3647, Time 21.4278
Epoch 116, Score 3.0000, Loss 1536.9688, Time 21.4597
Epoch 117, Score 1.0000, Loss 1571.7015, Time 21.5379
Epoch 118, Score 0.0000, Loss 1579.1031, Time 21.9333
Epoch 119, Score 6.0000, Loss 1567.0297, Time 21.9513
Epoch 120, Score 29.0000, Loss 1558.5691, Time 22.0067
Epoch 121, Score 5.0000, Loss 1569.9836, Time 22.0767
Epoch 122, Score 42.0000, Loss 1575.4231, Time 22.1499
Epoch 123, Score 1.0000, Loss 1545.9285, Time 22.5324
Epoch 124, Score 11.0000, Loss 1580.7965, Time 22.7278
Epoch 125, Score 2.0000, Loss 1544.9486, Time 22.4079
Epoch 126, Score 4.0000, Loss 1583.0233, Time 22.7667
Epoch 127, Score 4.0000, Loss 1581.0145, Time 23.5554
Epoch 128, Score 11.0000, Loss 1557.4611, Time 23.4127
Epoch 129, Score 17.0000, Loss 1554.6969, Time 22.8776
Epoch 130, Score 0.0000, Loss 1607.5919, Time 23.0702
Epoch 131, Score 11.0000, Loss 1582.6346, Time 23.2334
Epoch 132, Score 4.0000, Loss 1559.3259, Time 23.4791
Epoch 133, Score 0.0000, Loss 1554.4246, Time 23.8572
Epoch 134, Score 6.0000, Loss 1540.4625, Time 24.1894
Epoch 135, Score 2.0000, Loss 1533.9435, Time 23.9382
Epoch 136, Score 19.0000, Loss 1549.6373, Time 23.8352
Epoch 137, Score 3.0000, Loss 1554.7222, Time 24.3776
Epoch 138, Score 10.0000, Loss 1547.4038, Time 24.5565
Epoch 139, Score 1.0000, Loss 1545.4907, Time 25.2093
Epoch 140, Score 3.0000, Loss 1559.3834, Time 24.4673
Epoch 141, Score 10.0000, Loss 1562.8789, Time 24.6254
Epoch 142, Score 5.0000, Loss 1585.3472, Time 24.7519
Epoch 143, Score 2.0000, Loss 1541.6575, Time 25.2501
Epoch 144, Score 43.0000, Loss 1549.8575, Time 25.1208
Epoch 145, Score 8.0000, Loss 1532.6791, Time 25.4073
Epoch 146, Score 2.0000, Loss 1573.1678, Time 25.7448
Epoch 147, Score 7.0000, Loss 1538.4337, Time 25.8890
Epoch 148, Score 4.0000, Loss 1609.8827, Time 25.8177
Epoch 149, Score 0.0000, Loss 1560.6106, Time 27.0004
Epoch 150, Score 6.0000, Loss 1579.0939, Time 25.8445
Epoch 151, Score 5.0000, Loss 1532.5414, Time 26.6630
Epoch 152, Score 3.0000, Loss 1524.0515, Time 26.8814
Epoch 153, Score 4.0000, Loss 1557.8818, Time 26.9818
Epoch 154, Score 2.0000, Loss 1582.2831, Time 27.5555
Epoch 155, Score 3.0000, Loss 1622.8175, Time 26.9867
Epoch 156, Score 2.0000, Loss 1549.1251, Time 27.5412
Epoch 157, Score 28.0000, Loss 1527.3785, Time 27.6040
Epoch 158, Score 7.0000, Loss 1571.7588, Time 27.1642
Epoch 159, Score 3.0000, Loss 1565.8605, Time 27.6849
Epoch 160, Score 5.0000, Loss 1577.1954, Time 27.9765
Epoch 161, Score 4.0000, Loss 1564.4591, Time 28.2919
Epoch 162, Score 6.0000, Loss 1520.8059, Time 28.4795
Epoch 163, Score 3.0000, Loss 1538.6639, Time 28.5356
Epoch 164, Score 7.0000, Loss 1564.4960, Time 28.2438
Epoch 165, Score 8.0000, Loss 1626.7284, Time 28.2569
Epoch 166, Score 12.0000, Loss 1554.8331, Time 28.1187
Epoch 167, Score 61.0000, Loss 1543.8354, Time 28.3524
Epoch 168, Score 2.0000, Loss 1565.3228, Time 28.4987
Epoch 169, Score 4.0000, Loss 1570.9485, Time 28.6820
Epoch 170, Score 10.0000, Loss 1567.5686, Time 28.7844
Epoch 171, Score 9.0000, Loss 1587.0493, Time 28.9541
Epoch 172, Score 11.0000, Loss 1530.6981, Time 29.2604
Epoch 173, Score 0.0000, Loss 1508.6067, Time 29.6717
Epoch 174, Score 5.0000, Loss 1540.5800, Time 30.0865
Epoch 175, Score 0.0000, Loss 1558.7975, Time 30.2562
Epoch 176, Score 2.0000, Loss 1577.1924, Time 30.5250
Epoch 177, Score 1.0000, Loss 1534.9803, Time 31.2659
Epoch 178, Score 2.0000, Loss 1577.9988, Time 30.0725
Epoch 179, Score 24.0000, Loss 1543.8682, Time 30.7593
Epoch 180, Score 3.0000, Loss 1552.7085, Time 30.5831
Epoch 181, Score 4.0000, Loss 1529.3800, Time 31.1769
Epoch 182, Score 3.0000, Loss 1530.6575, Time 31.9296
Epoch 183, Score 3.0000, Loss 1568.8298, Time 31.1499
Epoch 184, Score 2.0000, Loss 1591.9047, Time 30.6879
Epoch 185, Score 9.0000, Loss 1572.9297, Time 30.9268
Epoch 186, Score 0.0000, Loss 1523.5916, Time 31.3255
Epoch 187, Score 0.0000, Loss 1531.8037, Time 31.6464
Epoch 188, Score 3.0000, Loss 1522.3250, Time 32.1816
Epoch 189, Score 4.0000, Loss 1544.3610, Time 31.7212
Epoch 190, Score 9.0000, Loss 1529.8434, Time 32.0057
Epoch 191, Score 2.0000, Loss 1518.1372, Time 32.3763
Epoch 192, Score 6.0000, Loss 1553.0409, Time 32.6180
Epoch 193, Score 10.0000, Loss 1565.2209, Time 32.6602
Epoch 194, Score 8.0000, Loss 1603.3768, Time 32.2504
Epoch 195, Score 8.0000, Loss 1551.2573, Time 32.1672
Epoch 196, Score 1.0000, Loss 1555.3434, Time 32.6042
Epoch 197, Score 7.0000, Loss 1588.1116, Time 32.7971
Epoch 198, Score 106.0000, Loss 1597.1278, Time 32.5289
Epoch 199, Score 16.0000, Loss 1609.6475, Time 32.4616
Epoch 200, Score 1.0000, Loss 1609.9017, Time 33.0206
Epoch 201, Score 2.0000, Loss 1618.4174, Time 33.4204
Epoch 202, Score 0.0000, Loss 1554.7716, Time 33.8601
Epoch 203, Score 19.0000, Loss 1557.1801, Time 33.5038
Epoch 204, Score 0.0000, Loss 1649.6548, Time 33.2121
Epoch 205, Score 8.0000, Loss 1618.1597, Time 33.1944
Epoch 206, Score 5.0000, Loss 1548.8882, Time 33.7529
Epoch 207, Score 6.0000, Loss 1576.1372, Time 34.1253
Epoch 208, Score 4.0000, Loss 1548.2847, Time 34.3229
Epoch 209, Score 2.0000, Loss 1595.8922, Time 34.6100
Epoch 210, Score 4.0000, Loss 1587.4365, Time 34.2217
Epoch 211, Score 3.0000, Loss 1524.4275, Time 34.6418
Epoch 212, Score 10.0000, Loss 1567.5468, Time 34.7984
Epoch 213, Score 7.0000, Loss 1552.7375, Time 34.2423
Epoch 214, Score 4.0000, Loss 1564.9379, Time 35.0781
Epoch 215, Score 6.0000, Loss 1540.2972, Time 35.1949
Epoch 216, Score 2.0000, Loss 1549.5825, Time 35.3681
Epoch 217, Score 6.0000, Loss 1539.6986, Time 35.4287
Epoch 218, Score 3.0000, Loss 1590.6349, Time 35.5950
Epoch 219, Score 2.0000, Loss 1564.4039, Time 35.9235
Epoch 220, Score 4.0000, Loss 1570.1622, Time 35.7540
Epoch 221, Score 1.0000, Loss 1534.3522, Time 35.9472
