Using GPU for training.
Epoch 99, Score 197.0000, Loss 1.2440, Time 0.8530
Epoch 100, Score 99.0000, Loss 1.1747, Time 0.8731
Epoch 101, Score 89.0000, Loss 1.1707, Time 0.8679
Epoch 102, Score 189.0000, Loss 1.1587, Time 0.8450
Epoch 103, Score 91.0000, Loss 1.1721, Time 0.8580
Epoch 104, Score 8.0000, Loss 1.1660, Time 0.8684
Epoch 105, Score 10.0000, Loss 1.1847, Time 0.8795
Epoch 106, Score 110.0000, Loss 1.1694, Time 0.8558
Epoch 107, Score 14.0000, Loss 1.1773, Time 0.8686
Epoch 108, Score 48.0000, Loss 1.1808, Time 0.8826
Epoch 109, Score 67.0000, Loss 1.1559, Time 0.8780
Epoch 110, Score 39.0000, Loss 1.1003, Time 0.8781
Epoch 111, Score 16.0000, Loss 1.0961, Time 0.8952
Epoch 112, Score 45.0000, Loss 1.0818, Time 0.8914
Epoch 113, Score 95.0000, Loss 1.0844, Time 0.8897
Epoch 114, Score 195.0000, Loss 1.1043, Time 0.8854
Epoch 115, Score 30.0000, Loss 1.0958, Time 0.9072
Epoch 116, Score 4.0000, Loss 1.0995, Time 0.9131
Epoch 117, Score 58.0000, Loss 1.0772, Time 0.8961
Epoch 118, Score 12.0000, Loss 1.0919, Time 0.8992
Epoch 119, Score 51.0000, Loss 1.0864, Time 0.9022
Epoch 120, Score 151.0000, Loss 1.1103, Time 0.8947
Epoch 121, Score 16.0000, Loss 1.1173, Time 0.9109
Epoch 122, Score 35.0000, Loss 1.1027, Time 0.9199
Epoch 123, Score 12.0000, Loss 1.1188, Time 0.9171
Epoch 124, Score 112.0000, Loss 1.0914, Time 0.9020
Epoch 125, Score 14.0000, Loss 1.1033, Time 0.9108
Epoch 126, Score 61.0000, Loss 1.1220, Time 0.9140
Epoch 127, Score 2.0000, Loss 1.1182, Time 0.9354
Epoch 128, Score 18.0000, Loss 1.1011, Time 0.9267
Epoch 129, Score 20.0000, Loss 1.0761, Time 0.9473
Epoch 130, Score 70.0000, Loss 1.1729, Time 0.9306
Epoch 131, Score 71.0000, Loss 1.1682, Time 0.9488
Epoch 132, Score 171.0000, Loss 1.1225, Time 0.9334
Epoch 133, Score 1.0000, Loss 1.1622, Time 0.9533
Epoch 134, Score 101.0000, Loss 1.1615, Time 0.9352
Epoch 135, Score 3.0000, Loss 1.1537, Time 0.9461
Epoch 136, Score 29.0000, Loss 1.1518, Time 0.9604
Epoch 137, Score 129.0000, Loss 1.1366, Time 0.9391
Epoch 138, Score 85.0000, Loss 1.1494, Time 0.9478
Epoch 139, Score 185.0000, Loss 1.1795, Time 0.9398
Epoch 140, Score 51.0000, Loss 1.2421, Time 0.9731
Epoch 141, Score 11.0000, Loss 1.2415, Time 0.9576
Epoch 142, Score 52.0000, Loss 1.2390, Time 0.9680
Epoch 143, Score 152.0000, Loss 1.2152, Time 0.9511
Epoch 144, Score 29.0000, Loss 1.2213, Time 0.9681
Epoch 145, Score 6.0000, Loss 1.2201, Time 0.9767
Epoch 146, Score 30.0000, Loss 1.2180, Time 0.9812
Epoch 147, Score 92.0000, Loss 1.2501, Time 0.9607
Epoch 148, Score 192.0000, Loss 1.2176, Time 0.9686
Epoch 149, Score 17.0000, Loss 1.2069, Time 0.9870
